COUNTRY,GDP,Internet Speed,Consumption of Pure Alcohol,Intentional Homicide Victims,Military Expenditures,Human Development Index,Democracy Index,Tertiary Education,Importance of Religion (in %),% of Christians,% of Muslims,% of Buddhists,% of Jews,Under-Five Mortality,Age of Criminal Responsability,Minimal Wage,External Debt (% of GDP),Gini (in %),Health Expenditure,Suicide Rate,Fertility Rate,Tabacco Consumption,Obesity Rate,Internet Users (in %),Median Age,Economic Freedom Score,Oil Production,Population Growth Rate,Life Expectancy,Meat Consumption per kg,Incarceration Rate (per 100 000),Literacy Rate,Age at First Marriage,Spending on Education (in %),Homeless Population (per 10 000),Milk Consumption,Num. of Scientific and Technical Journals Articles,Books Published,Kilocalories,Avg. Yearly Temperature (in Celsius)
Myanmar,1421.0,133.08392666197813,4.8,2.3,5.41248552116963,0.583,3.04,44.08060530111399,0.97,0.062,0.043,0.899,-0.016507259249700423,44.7,7.0,672.0,0.17,0.307,292.0,3.0,2.138,63.3,7.708473536759438,0.305,29.2,53.6,284.0,0.9,69.1,10.7,171.0,58.2,20.5,2.2,93.7,31.48,4.301,3660.0,1923.1737975152337,13.05
Namibia,4957.0,77.67020699442844,9.8,17.7,8.351847876977654,0.646,6.52,0.7610003858403047,0.92,0.9,0.004,0.001,6.300000000000001e-06,42.4,13.514320904233946,2232.5137459239522,0.64,0.591,883.0,13.5,3.344,27.0,17.2,0.381,21.8,58.7,18266.67300594184,2.12,64.6,34.0,295.0,56.7,29.2,8.4,81.45232364941063,73.05,63.718,106.0,2360.0,19.95
Nepal,1074.0,66.72607860160895,2.0,2.3,3.7136871632318207,0.602,5.22,26.56814300975128,0.93,0.009,0.042,0.103,0.03526805557776058,30.8,10.0,1430.0,0.16,0.3279999999999999,180.0,9.8,1.876,64.2,4.1,0.359,25.3,53.8,-54511.96247416398,1.09,70.9,10.0,86.0,20.8,17.9,5.2,1.9263370647809097,52.1,28.189,50918.473476145744,2340.0,8.1
Netherlands,53053.0,152.94,8.7,0.6,6.263419078182535,0.944,8.96,45.0,0.33,0.4039999999999999,0.051,0.002,0.0019,4.0,12.0,23315.0,4.53,0.285,5635.0,9.3,1.57,32.2,20.4,0.931,42.8,76.8,1070.0,0.29,81.8,89.3,63.0,93.69375977251579,30.9,5.5,21.0,341.47,1785.333,16502.0,3000.0,9.25
New Zealand,43264.0,153.88,10.7,0.7,-0.12479862616238424,0.931,9.25,39.0,0.33,0.37,0.009,0.016,0.00048,4.7,10.0,27407.0,0.9,0.3057261149150501,4024.0,10.3,1.72,29.6,30.8,0.901,37.2,84.4,7633.0,0.93,82.0,142.1,188.0,98.64551655919857,29.4,6.4,86.0,137.25,1663.247,3600.0,2810.0,10.55
Nicaragua,1913.0,39.667851797728986,5.2,7.2,4.057444646290293,0.66,3.6,32.35194867174917,0.7,0.846,0.001,0.001,-0.00463041551715726,16.6,13.0,1599.0,0.83,0.462,474.0,4.7,2.377,28.56660215921061,23.7,0.268,27.3,57.7,-792.1496511471414,1.07,75.0,14.9,332.0,49.2,20.6,4.3,56.852314209473036,85.16,6.805,27.0,2420.0,24.9
Niger,555.0,91.37342628452166,0.5,4.4,4.375459121448561,0.394,3.29,29.60167321671031,1.0,0.005,0.983,0.032727753455915165,0.026279576242685065,80.4,10.599723182409251,615.0,0.36,0.3429999999999999,78.0,10.1,6.824,7.9,5.5,0.098,14.8,51.6,631.0,3.81,63.3,11.2,47.0,13.7,15.7,3.5,42.524930738938906,58.92,2.451,5751.517175291454,2390.0,27.15
Nigeria,2361.0,183.3571828539208,13.4,34.5,14.640438567734297,0.539,4.1,30.656442080802236,0.96,0.49,0.535,0.001,6.300000000000001e-06,117.2,7.0,1108.0,0.02,0.351,233.0,6.9,5.317,7.3,8.9,0.695,18.6,57.3,10752.0,2.58,62.6,8.6,32.0,21.6,19.3,2.597460452812415,1658.0,7.91,28.6,1314.0,2710.0,26.8
North Macedonia,6093.0,37.2,8.755872814351607,1.2,3.0105644577204127,0.774,5.89,18.28907688808414,0.76,0.7070000000000001,0.3329999999999999,0.001,6.300000000000001e-06,6.1,14.0,2293.0,0.73,0.342,1073.0,7.2,1.489,35.29292596066477,22.4,0.763,39.0,71.1,38867.21743486307,0.08,74.8,35.4,105.0,80.68942588078443,26.0,3.3,51.82896209987956,157.93,236.683,1492.5536504129195,2754.9076456109347,9.8
Norway,74986.0,159.99,7.5,0.5,6.373283328451738,0.957,9.81,48.0,0.22,0.767,0.032,0.006,8.2e-05,2.4,15.0,21927.957386000755,1.81,0.27,6818.0,11.8,1.53,43.0,23.1,0.959,39.5,73.0,313661.0,0.94,82.6,61.7,49.0,93.2578214383368,31.9,8.0,7.0,261.34,2211.144,10204.0,3450.0,1.5
Oman,15343.0,57.53,0.8,0.3,-7.3238636736244445,0.813,3.0,12.57183865411082,1.0,0.065,0.86,0.008,-0.1189298124696967,11.4,9.0,10143.0,0.35,0.37756539355680924,1730.0,4.5,2.842,9.5,27.0,0.77,26.2,61.0,217178.0,4.08,73.9,49.8,45.0,41.9,24.8,6.8,15.69253138501881,152.28,177.245,7.0,2577.9926838844362,25.6
Pakistan,1187.0,94.86766419747471,0.3,3.9,11.986968780536534,0.557,4.31,5.464558366736583,0.92,0.016,0.965,0.001,-0.0638769866158646,67.2,7.0,1539.0,0.43,0.335,178.0,0.6,3.454,41.5,8.6,0.556,22.0,55.0,400.0,1.91,65.6,12.3,38.0,27.1,18.3,2.9,943.0,183.13,60.802,3811.0,2280.0,20.2
Panama,15728.0,125.25,7.9,9.4,-1.3808733138790386,0.815,7.18,61.485806697566346,0.88,0.92,0.0069999999999999,0.002,0.00063,14.9,12.0,3819.0,1.57,0.492,1857.0,2.9,2.437,16.9,22.7,0.568,30.1,67.2,107201.28842054465,1.55,79.3,54.5,420.0,80.9,21.6,4.1,-119.04353128486429,70.29,41.419,940.0,2450.0,25.4
Papua New Guinea,2845.0,67.71494923400257,1.2,14.169998605881041,1.524850279625118,0.555,6.1,-0.2928729002437649,1.0604489633838126,0.97,0.001,0.001,-0.04418113972018023,44.8,7.0,2161.0,1.11,0.419,101.0,3.6,3.52,22.481340518149757,21.3,0.107,24.0,58.4,7013.0,2.01,65.3,73.0,62.0,33.0,21.4,2.957062738889382,-3.336495995097323,51.392735226195214,7.436,122.0,2389.7607528088793,25.25
Paraguay,5406.0,56.89,7.2,7.1,-0.9834277086824901,0.728,6.18,37.78125074330433,0.92,0.96,0.001,0.001,6.3e-05,19.4,14.0,4402.0,0.54,0.462,935.0,6.2,2.405,29.8,20.3,0.598,29.7,61.8,21278.235771862695,1.25,75.8,70.3,241.0,77.8,22.7,3.4,-15.82612857085104,75.72,14.088,1007.0,2660.0,23.55
Peru,6978.0,51.81,6.3,7.9,4.171352977973372,0.777,6.53,36.42133455275729,0.84,0.87,0.001,0.002,0.00012,13.2,14.0,3344.0,0.44,0.428,767.0,2.7,2.233,33.9,19.7,0.49,29.1,67.8,1267.0,1.2,79.9,34.5,290.0,77.7,23.5,3.9,223.0,62.15,50.955,4101.0,2410.0,19.6
Philippines,3324.0,49.31,6.6,6.5,3.649674299750645,0.718,6.56,-7.013540968711055,0.96,0.85,0.08,0.001,6.300000000000001e-06,27.3,15.0,2696.0,0.27,0.444,394.0,2.5,2.526,35.3,6.4,0.685,24.1,63.8,193.0,1.51,70.4,31.1,200.0,90.1,25.3,2.7,424.0,15.66,20.975,1507.0,2580.0,25.85
Poland,15727.0,130.98,11.6,0.7,3.340224482385099,0.88,6.85,43.0,0.75,0.943,0.0002,0.001,0.00029,4.4,15.0,9408.0,0.6,0.297,2015.0,9.3,1.42,40.8,23.1,0.915,41.9,67.8,525.0,-0.17,78.3,78.1,181.0,93.0,27.0,4.6,8.0,205.39,940.44,21130.0,3410.0,7.85
Portugal,23350.0,150.39,12.3,0.8,2.181879067799082,0.864,7.9,33.0,0.72,0.843,0.004,0.006,3.8e-05,3.7,16.0,9594.0,2.03,0.3379999999999999,3242.0,7.2,1.42,25.3,20.8,0.743,44.6,65.3,-13528.891760142164,-0.39,81.6,91.1,111.0,80.5,31.0,4.9,3.0,205.04,1393.792,7868.0,3580.0,15.15
Qatar,64782.0,105.2,2.0,0.4,-2.990018642192585,0.848,3.24,29.204037723924273,0.95,0.138,0.775,0.031,-0.024476348133780523,6.5,7.0,11836.472607388325,0.83,0.3574361879691832,3166.0,4.7,1.846,15.6,35.1,0.91,33.7,72.6,500000.0,2.36,77.2,90.5,53.0,41.0,25.4,2.9,386.5409118892915,136.36019142229895,540.321,209.0,2990.2312791779677,27.15
Romania,12914.0,214.33,12.6,1.3,7.696721775151017,0.828,6.4,21.80775483971607,0.84,0.98,0.0065,0.001,0.00057,7.0,14.0,6513.0,0.58,0.36,1576.0,7.3,1.76,42.0,22.5,0.643,42.5,68.6,25469.0,-0.5,75.6,54.5,116.0,96.8,26.7,3.1,7.0,238.33,530.347,14984.0,3490.0,8.8
Russia,11606.0,87.01,11.7,8.2,4.3,0.824,3.31,58.0,0.34,0.618,0.125,0.001,0.01,5.8,14.0,2371.0,0.32,0.375,1488.0,21.6,1.504,34.2,23.1,0.851,40.3,58.9,73292.0,0.01,73.2,51.0,325.0,99.2,24.9,3.7,4.0,163.57,559.78,115171.0,3320.0,-5.1
Rwanda,820.0,130.31983191405266,9.0,2.6,3.9036609593288683,0.543,3.1,55.80257367801309,0.95,0.936,0.048,0.12175994765068221,0.08182319848883923,34.3,14.0,-2094.192946514784,0.29,0.437,170.0,9.5,3.99,20.2,5.8,0.216,19.7,71.1,-10724.430473013803,2.36,69.1,4.4,511.0,24.3,20.6,3.1,-3.3768595897932414,7.23,13.819,14777.558565568972,2090.0,17.85
Saudi Arabia,23140.0,90.24,0.2,1.3,8.4,0.854,2.08,26.0,0.93,0.05,0.982,0.003,-0.24724313155472977,6.6,12.0,9600.0,0.31,0.27337054409201916,3520.0,5.4,2.275,17.2,35.4,0.8029999999999999,30.8,60.7,324866.0,1.9,74.3,44.6,207.0,51.4,20.4,5.6,-33.77417154018093,83.65,323.356,2387.0,3120.0,24.65
